Timestamp,Sweep_ID,Freq(Hz),Imp_AVG(Ohm),Fase_AVG(°),Real_AVG(Ohm),Imag_AVG(Ohm),Mag_AVG
2026-09-25 09:01:15.988,1,10000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.095,1,11000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.095,1,12000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.095,1,13000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.096,1,14000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.205,1,15000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.205,1,16000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.205,1,17000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.205,1,18000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.206,1,19000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.311,1,20000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.311,1,21000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.311,1,22000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.312,1,23000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.431,1,24000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.431,1,25000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.432,1,26000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.432,1,27000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.432,1,28000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.432,1,29000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.557,1,30000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.557,1,31000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.557,1,32000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.558,1,33000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.558,1,34000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.558,1,35000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.668,1,36000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.669,1,37000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.669,1,38000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.669,1,39000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.669,1,40000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.669,1,41000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.788,1,42000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.788,1,43000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.788,1,44000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.789,1,45000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.789,1,46000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.789,1,47000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.905,1,48000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.906,1,49000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.906,1,50000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.906,1,51000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.907,1,52000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:16.907,1,53000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.011,1,54000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.012,1,55000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.012,1,56000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.012,1,57000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.013,1,58000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.122,1,59000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.122,1,60000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.122,1,61000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.123,1,62000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.123,1,63000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.123,1,64000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.236,1,65000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.236,1,66000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.236,1,67000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.236,1,68000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.237,1,69000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.237,1,70000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.345,1,71000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.345,1,72000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.345,1,73000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.346,1,74000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.346,1,75000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.346,1,76000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.458,1,77000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.458,1,78000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.458,1,79000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.458,1,80000,4618.0,0.0,4618.0,0.0,4618.0
2026-09-25 09:01:17.458,1,81000,4618.0,0.0,4618.0,0.0,4618.0
