Timestamp,Sweep_ID,Freq(Hz),Imp_AVG(Ohm),Fase_AVG(°),Real_AVG(Ohm),Imag_AVG(Ohm),Mag_AVG
2026-09-24 17:21:24.556,28,10000,2456.19,-5.54,2444.7172417390393,-237.1221711351863,2456.19
2026-09-24 17:21:24.557,28,11000,2455.24,-4.7,2446.9839776111157,-201.17870392882168,2455.24
2026-09-24 17:21:24.672,28,12000,2453.82,-3.89,2448.1667288755493,-166.46999737728507,2453.82
2026-09-24 17:21:24.672,28,13000,2460.29,-4.61,2452.3306319783683,-197.74062698539265,2460.29
2026-09-24 17:21:24.672,28,14000,2391.69,-4.04,2385.7469085516473,-168.50146716351512,2391.69
2026-09-24 17:21:24.672,28,15000,2399.0,-4.75,2390.76064049213,-198.6568898217782,2399.0
2026-09-24 17:21:24.672,28,16000,2395.65,-3.92,2390.0453199005465,-163.77512424509325,2395.65
2026-09-24 17:21:24.781,28,17000,2391.36,-3.0,2388.0827242306977,-125.15411232112618,2391.36
2026-09-24 17:21:24.781,28,18000,2399.42,-3.76,2394.2552317522905,-157.34745510107888,2399.42
2026-09-24 17:21:24.782,28,19000,2394.85,-2.99,2391.5897802734144,-124.91935555293561,2394.85
2026-09-24 17:21:24.782,28,20000,2405.42,-3.92,2399.7924627533957,-164.44303607022405,2405.42
2026-09-24 17:21:24.782,28,21000,2399.33,-3.07,2395.8865992661863,-128.49845274052316,2399.33
2026-09-24 17:21:24.884,28,22000,2425.53,-2.15,2423.822513224841,-90.99563332609944,2425.53
2026-09-24 17:21:24.884,28,23000,2434.45,-2.85,2431.4388958971927,-121.0441986145541,2434.45
2026-09-24 17:21:24.884,28,24000,2426.97,-2.03,2425.446874138635,-85.97000425220077,2426.97
2026-09-24 17:21:24.885,28,25000,2380.98,-3.36,2376.8870675579437,-139.54794328759453,2380.98
2026-09-24 17:21:24.885,28,26000,2380.98,-3.36,2376.8870675579437,-139.54794328759453,2380.98
2026-09-24 17:21:24.994,28,27000,2373.07,-2.57,2370.6831302608502,-106.4082740984857,2373.07
2026-09-24 17:21:24.994,28,28000,2415.71,-3.05,2412.288105169017,-128.53366002753341,2415.71
2026-09-24 17:21:24.994,28,29000,2406.74,-2.27,2404.851361575669,-95.32762625623566,2406.74
2026-09-24 17:21:24.995,28,30000,2419.08,-3.01,2415.742601422568,-127.02649358351927,2419.08
2026-09-24 17:21:24.995,28,31000,2409.41,-2.25,2407.55243220876,-94.59299268805749,2409.41
2026-09-24 17:21:25.104,28,32000,2430.15,-1.28,2429.5435992953053,-54.285556303813145,2430.15
2026-09-24 17:21:25.105,28,33000,2391.25,-3.25,2387.40408222026,-135.56662826092648,2391.25
2026-09-24 17:21:25.105,28,34000,2380.2,-2.46,2378.0064795489247,-102.16272913019088,2380.2
2026-09-24 17:21:25.106,28,35000,2395.54,-3.27,2391.639630200596,-136.64468834885358,2395.54
2026-09-24 17:21:25.106,28,36000,2415.31,-2.23,2413.4808365248305,-93.98216760324273,2415.31
2026-09-24 17:21:25.220,28,37000,2403.51,-1.5,2402.686377152002,-62.91655702745621,2403.51
2026-09-24 17:21:25.220,28,38000,2430.32,-2.95,2427.099403699193,-125.07512527686899,2430.32
2026-09-24 17:21:25.220,28,39000,2388.77,-2.56,2386.3859972327873,-106.69575957495039,2388.77
2026-09-24 17:21:25.220,28,40000,2376.34,-1.85,2375.1013772767783,-76.71533913078895,2376.34
2026-09-24 17:21:25.221,28,41000,2381.03,-2.03,2379.5357053158114,-84.34268211993458,2381.03
2026-09-24 17:21:25.221,28,42000,2412.24,-1.69,2411.190730192731,-71.14126954619331,2412.24
2026-09-24 17:21:25.328,28,43000,2427.26,-2.34,2425.235991244274,-99.10345288335817,2427.26
2026-09-24 17:21:25.329,28,44000,2355.61,-2.3,2353.7123090755404,-94.53485180762304,2355.61
2026-09-24 17:21:25.329,28,45000,2358.43,-0.8,2358.200109699263,-32.92882497725038,2358.43
2026-09-24 17:21:25.329,28,46000,2390.55,-2.21,2388.771911908703,-92.18489776553007,2390.55
2026-09-24 17:21:25.329,28,47000,2403.6,-1.12,2403.1407923112592,-46.98182978145183,2403.6
2026-09-24 17:21:25.439,28,48000,2386.94,-0.39,2386.8847039920215,-16.247259735689767,2386.94
2026-09-24 17:21:25.440,28,49000,2379.4,-1.37,2378.7198375701087,-56.88843775703366,2379.4
2026-09-24 17:21:25.440,28,50000,2409.46,-0.95,2409.1288065635836,-39.94852920352968,2409.46
2026-09-24 17:21:25.440,28,51000,2393.17,-0.29,2393.139345562018,-12.112870138657714,2393.17
2026-09-24 17:21:25.440,28,52000,2442.12,-0.59,2441.9905232094875,-25.147146061817903,2442.12
2026-09-24 17:21:25.441,28,53000,2424.51,0.06,2424.508670613757,2.5389404708083068,2424.51
2026-09-24 17:21:25.544,28,54000,2397.94,-0.35,2397.8952598135206,-14.64809079198327,2397.94
2026-09-24 17:21:25.545,28,55000,2414.45,-0.92,2414.1387500579444,-38.76722802401656,2414.45
2026-09-24 17:21:25.545,28,56000,2397.77,-0.33,2397.7302296932367,-13.810087444237505,2397.77
2026-09-24 17:21:25.545,28,57000,2425.67,0.13,2425.663756286384,5.503665926510862,2425.67
2026-09-24 17:21:25.545,28,58000,2388.11,-1.35,2387.4471328279096,-56.26330999679275,2388.11
2026-09-24 17:21:25.546,28,59000,2395.45,-0.26,2395.425336324343,-10.870169980631275,2395.45
2026-09-24 17:21:25.654,28,60000,2395.45,-0.26,2395.425336324343,-10.870169980631275,2395.45
2026-09-24 17:21:25.654,28,61000,2442.26,-0.4,2442.2004838465577,-17.050052775299584,2442.26
2026-09-24 17:21:25.654,28,62000,2390.55,-1.37,2389.866650291344,-57.1550201227523,2390.55
2026-09-24 17:21:25.655,28,63000,2392.64,-0.23,2392.6207222125613,-9.60464674208423,2392.64
2026-09-24 17:21:25.655,28,64000,2408.36,-0.68,2408.19038710273,-28.582320864585142,2408.36
2026-09-24 17:21:25.761,28,65000,2433.76,-0.18,2433.7479898856745,-7.645869959634246,2433.76
2026-09-24 17:21:25.761,28,66000,2390.47,0.03,2390.4696723195457,1.2516471079134364,2390.47
2026-09-24 17:21:25.762,28,67000,2367.8,0.65,2367.647632686173,26.86126273208255,2367.8
2026-09-24 17:21:25.762,28,68000,2436.92,0.03,2436.9196659522804,1.27596826992868,2436.92
2026-09-24 17:21:25.762,28,69000,2363.22,-0.35,2363.1759076109106,-14.435999700338916,2363.22
2026-09-24 17:21:25.762,28,70000,2388.77,0.23,2388.750753393616,9.589111608135177,2388.77
2026-09-24 17:21:25.872,28,71000,2408.49,-0.26,2408.465202063836,-10.9293434205058,2408.49
2026-09-24 17:21:25.872,28,72000,2432.9,0.3,2432.8666504087646,12.738576405460696,2432.9
